CheminComplet,CheminLocal,CheminRelatif,DossierRacine,Bibliotheque,CheminCible,Nom,Extension,TailleOctets,DateCreation,DateModification,Cache,Systeme,LongueurChemin,LongueurCheminCible,Profondeur,Anomalies,HashSHA256
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Hôtel_015.pdf,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_015.pdf,06_Archives\2011\Dossier_Hôtel_015.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Hôtel_015.pdf,Dossier_Hôtel_015.pdf,.pdf,1623,2011-07-22T05:54:03,2011-12-08T05:54:03,False,False,62,62,2,,F20198CE0D3ED22AD0CDBAC72522506C63E748AAE5323C3F1933E96F04A4A736
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Hôtel_017.pdf,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_017.pdf,06_Archives\2011\Dossier_Hôtel_017.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Hôtel_017.pdf,Dossier_Hôtel_017.pdf,.pdf,1624,2011-07-08T04:25:31,2011-11-14T04:25:31,False,False,62,62,2,,CDAE6021665BE62FE5EAF7E02DB83352670676610E40BCF7DDA44D826BD8D57C
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Hôtel_019.xlsx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Hôtel_019.xlsx,06_Archives\2011\Dossier_Hôtel_019.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Hôtel_019.xlsx,Dossier_Hôtel_019.xlsx,.xlsx,4915,2010-11-30T09:20:04,2011-01-28T09:20:04,False,False,63,63,2,,4D6792F7CD48BDFBD74A0E160EDF204B78739EA2F868DF19DAB226E6951986CF
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Laboratoires_004.xlsx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Laboratoires_004.xlsx,06_Archives\2011\Dossier_Laboratoires_004.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Laboratoires_004.xlsx,Dossier_Laboratoires_004.xlsx,.xlsx,4915,2011-10-01T02:22:30,2011-10-15T02:22:30,False,False,70,70,2,,891D6B6251F98851F97E43F593B7DEF6E5EE2178BA49584CBCD134524A522AD7
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Menuiserie_003.docx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_003.docx,06_Archives\2011\Dossier_Menuiserie_003.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Menuiserie_003.docx,Dossier_Menuiserie_003.docx,.docx,36708,2011-02-24T10:54:18,2011-12-13T10:54:18,False,False,68,68,2,,EDFFBF5F4F05A20B36AD8DA4CBC50A10CD619A5CF316335DB050D5F671899A4D
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Menuiserie_005.docx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_005.docx,06_Archives\2011\Dossier_Menuiserie_005.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Menuiserie_005.docx,Dossier_Menuiserie_005.docx,.docx,36708,2010-08-28T11:32:27,2011-05-30T11:32:27,False,False,68,68,2,,9232F971CA58EA02D4100BBCA30FA2A60E18A62345B96ED3B078C03329B11C2D
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Menuiserie_011.docx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_011.docx,06_Archives\2011\Dossier_Menuiserie_011.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Menuiserie_011.docx,Dossier_Menuiserie_011.docx,.docx,36709,2010-01-30T20:10:07,2011-01-02T20:10:07,False,False,68,68,2,,C9A93CBAC7D896994F5ED8FF2789B27526146249F2C3004CFF4B5355730C1874
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Menuiserie_021.xlsx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_021.xlsx,06_Archives\2011\Dossier_Menuiserie_021.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Menuiserie_021.xlsx,Dossier_Menuiserie_021.xlsx,.xlsx,4915,2010-10-02T10:30:00,2011-09-22T10:30:00,False,False,68,68,2,,5571CDDF911D10F4FA182E80CC89C4F13365A9BBF6C9F9CA26FB6805CBD17C28
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Menuiserie_022.txt,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Menuiserie_022.txt,06_Archives\2011\Dossier_Menuiserie_022.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Menuiserie_022.txt,Dossier_Menuiserie_022.txt,.txt,31,2010-10-10T06:18:22,2011-07-28T06:18:22,False,False,67,67,2,,D0395E779A2F0121890D2BFD04B542F03D65EAF68731A5B3B4221E0A163A9D6A
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Pharmacie_000.docx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_000.docx,06_Archives\2011\Dossier_Pharmacie_000.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Pharmacie_000.docx,Dossier_Pharmacie_000.docx,.docx,36708,2010-07-30T06:09:01,2011-01-10T06:09:01,False,False,67,67,2,,C22AF97BDBB62E4F20529032D0FAF05FB0A3A6992080F911CBCC36593B58F346
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Pharmacie_009.xlsx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_009.xlsx,06_Archives\2011\Dossier_Pharmacie_009.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Pharmacie_009.xlsx,Dossier_Pharmacie_009.xlsx,.xlsx,4914,2010-05-13T06:55:40,2011-03-22T06:55:40,False,False,67,67,2,,5D5961ADF8B15AE01BC8337CB6CC66EF78A5DCA53E0CA3BDCFFCB7A3A27FBBAB
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Pharmacie_020.xlsx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_020.xlsx,06_Archives\2011\Dossier_Pharmacie_020.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Pharmacie_020.xlsx,Dossier_Pharmacie_020.xlsx,.xlsx,4914,2010-08-12T19:49:40,2011-01-26T19:49:40,False,False,67,67,2,,2F26092719D4D3C531FDAE494C83032153FB19998CEE56D2E73ADDAC678CD1B6
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Pharmacie_024.docx,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_024.docx,06_Archives\2011\Dossier_Pharmacie_024.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Pharmacie_024.docx,Dossier_Pharmacie_024.docx,.docx,36708,2011-03-01T23:28:53,2011-03-19T23:28:53,False,False,67,67,2,,7B547D89DB815CC8FCE9AE688D6ADB08C5CE03061A71B318F91A5CED2562D8DA
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Pharmacie_025.txt,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Pharmacie_025.txt,06_Archives\2011\Dossier_Pharmacie_025.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Pharmacie_025.txt,Dossier_Pharmacie_025.txt,.txt,31,2011-01-24T11:09:32,2011-02-12T11:09:32,False,False,66,66,2,,4FB33F22BD61DFCA98DF29660AAF18C5D12C4CF4073F71A65FFE6CDC49020BFF
\\DEMO-SRV01\FileServer\06_Archives\2011\Dossier_Transports_023.pdf,C:\DemoMigration\FileServer\06_Archives\2011\Dossier_Transports_023.pdf,06_Archives\2011\Dossier_Transports_023.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2011/Dossier_Transports_023.pdf,Dossier_Transports_023.pdf,.pdf,1624,2011-07-12T12:56:03,2011-10-23T12:56:03,False,False,67,67,2,,93B06842F1B17DF0C2CEE0DFF40A1428923AC1EB2FEB79A700E079D61D71E29A
\\DEMO-SRV01\FileServer\06_Archives\2012\Archive_hors_ligne.pdf,C:\DemoMigration\FileServer\06_Archives\2012\Archive_hors_ligne.pdf,06_Archives\2012\Archive_hors_ligne.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Archive_hors_ligne.pdf,Archive_hors_ligne.pdf,.pdf,23,2026-09-16T09:12:00,2026-09-16T09:12:00,False,False,63,63,2,,9A46175BBBA8C44DCE1092B9DCFDBB71FA8953CEE35D30991C9CEBDA9252DDDC
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Boulangeries_002.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_002.docx,06_Archives\2012\Dossier_Boulangeries_002.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Boulangeries_002.docx,Dossier_Boulangeries_002.docx,.docx,36708,2011-10-24T07:21:55,2012-02-29T07:21:55,False,False,70,70,2,,340BCCA1D90F0D0C305DBADD676E2580A78FC72DC095F4EE301E7B01CD8A71C3
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Boulangeries_006.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_006.txt,06_Archives\2012\Dossier_Boulangeries_006.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Boulangeries_006.txt,Dossier_Boulangeries_006.txt,.txt,31,2012-08-01T09:27:08,2012-12-04T09:27:08,False,False,69,69,2,,97AF4CD5B544F0A1FF4483A0BD2810F88A728B481523AB6ECAA48EE54B2DE87C
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Boulangeries_013.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Boulangeries_013.docx,06_Archives\2012\Dossier_Boulangeries_013.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Boulangeries_013.docx,Dossier_Boulangeries_013.docx,.docx,36708,2012-01-09T23:50:16,2012-09-08T23:50:16,False,False,70,70,2,,18E4BE48F0D2B7D0F2090E8330A894623FE524F313D36CF069A5803C7740A536
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Cabinet_004.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_004.docx,06_Archives\2012\Dossier_Cabinet_004.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Cabinet_004.docx,Dossier_Cabinet_004.docx,.docx,36707,2011-12-30T14:10:36,2012-05-27T14:10:36,False,False,65,65,2,,3F80488B12B3827C1433F40BF300121244C7DFF29B8D5949B61FB92342CA1760
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Cabinet_011.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_011.docx,06_Archives\2012\Dossier_Cabinet_011.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Cabinet_011.docx,Dossier_Cabinet_011.docx,.docx,36707,2011-06-18T07:53:08,2012-01-02T07:53:08,False,False,65,65,2,,C3401AC2DD308A02D3F15249F7746CDBC1C88E1436957E3502B25CD909E2C188
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Cabinet_018.xlsx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_018.xlsx,06_Archives\2012\Dossier_Cabinet_018.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Cabinet_018.xlsx,Dossier_Cabinet_018.xlsx,.xlsx,4915,2011-10-04T21:22:47,2012-04-09T21:22:47,False,False,65,65,2,,BEDC069A8BB8DB70251C5A4C53D5E410FBE1D44DFC12C2B060F60DDE8CD64FE6
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Cabinet_019.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_019.docx,06_Archives\2012\Dossier_Cabinet_019.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Cabinet_019.docx,Dossier_Cabinet_019.docx,.docx,36708,2012-10-18T19:20:33,2012-11-08T19:20:33,False,False,65,65,2,,FF7C2D4B2F0BAACF8F42CCC9A0AE577C4488BDCCF16638FD6EEDB7B4E750ECEC
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Cabinet_020.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Cabinet_020.txt,06_Archives\2012\Dossier_Cabinet_020.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Cabinet_020.txt,Dossier_Cabinet_020.txt,.txt,31,2012-06-09T00:04:19,2012-10-03T00:04:19,False,False,64,64,2,,304585AEEE90B6D313E2C0BE302A8DEB038D088FBDEB305A82905503AEAEDA20
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Clinique_007.pdf,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_007.pdf,06_Archives\2012\Dossier_Clinique_007.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Clinique_007.pdf,Dossier_Clinique_007.pdf,.pdf,1624,2011-09-16T16:14:39,2012-02-25T16:14:39,False,False,65,65,2,,0F0EC2ED9F836432F8DA1D919EF6F11338A3808ED71E6ED1D9C2D99D82B11C1E
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Clinique_009.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_009.docx,06_Archives\2012\Dossier_Clinique_009.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Clinique_009.docx,Dossier_Clinique_009.docx,.docx,36708,2012-04-02T04:54:31,2012-10-08T04:54:31,False,False,66,66,2,,E5E5FCC93F083C39D8A7154E00AFFBEC497B95D8A170E4730742CA419A18C31E
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Clinique_010.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_010.docx,06_Archives\2012\Dossier_Clinique_010.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Clinique_010.docx,Dossier_Clinique_010.docx,.docx,36708,2012-08-19T02:46:18,2012-12-16T02:46:18,False,False,66,66,2,,BD873D737908AA043B1A878FD9C17A048514D7E8520A7F951DB2BBF7AA252119
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Clinique_021.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Clinique_021.txt,06_Archives\2012\Dossier_Clinique_021.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Clinique_021.txt,Dossier_Clinique_021.txt,.txt,31,2012-08-08T06:37:44,2012-11-22T06:37:44,False,False,65,65,2,,D0892C9FFC2601DDD096D252DA33F705F5DA03F6F76BB4E81975B825DF813073
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Hôtel_001.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_001.docx,06_Archives\2012\Dossier_Hôtel_001.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Hôtel_001.docx,Dossier_Hôtel_001.docx,.docx,36709,2012-05-16T11:23:52,2012-10-25T11:23:52,False,False,63,63,2,,8347D4F2E69A6BCB70AC3A4142B53FEC218733D99840F6D5A9E8A9785ABC6A1B
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Hôtel_005.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_005.docx,06_Archives\2012\Dossier_Hôtel_005.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Hôtel_005.docx,Dossier_Hôtel_005.docx,.docx,36708,2011-09-23T10:39:39,2012-03-12T10:39:39,False,False,63,63,2,,DB19E95267F908AF962BE0113EF8BC5FF8F3810676F78CB4C395D4D09709B9DE
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Hôtel_012.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_012.docx,06_Archives\2012\Dossier_Hôtel_012.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Hôtel_012.docx,Dossier_Hôtel_012.docx,.docx,36708,2012-01-08T23:59:51,2012-10-22T23:59:51,False,False,63,63,2,,9ADCF91F83C5E8FCA223DA881EB8306082954185546E4B9DC0A582DFA5860BA6
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Hôtel_017.pdf,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Hôtel_017.pdf,06_Archives\2012\Dossier_Hôtel_017.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Hôtel_017.pdf,Dossier_Hôtel_017.pdf,.pdf,1625,2011-02-17T01:58:28,2012-02-26T01:58:28,False,False,62,62,2,,5D257C6A364A560ACC4455BEF8D184FE702BA3533F890AF6BE345F6463AAEE86
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Laboratoires_000.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Laboratoires_000.txt,06_Archives\2012\Dossier_Laboratoires_000.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Laboratoires_000.txt,Dossier_Laboratoires_000.txt,.txt,31,2011-11-06T03:28:03,2012-06-19T03:28:03,False,False,69,69,2,,A4E1B611BC19A92C43B94DC85729861BFBB79204110E9F40363D2E38E8E6C6F6
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Laboratoires_003.xlsx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Laboratoires_003.xlsx,06_Archives\2012\Dossier_Laboratoires_003.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Laboratoires_003.xlsx,Dossier_Laboratoires_003.xlsx,.xlsx,4915,2011-08-04T10:28:56,2012-06-28T10:28:56,False,False,70,70,2,,466A930917D73E49A77502039C3E51D6117395F831B3870E03A18CD1433DC21A
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Menuiserie_014.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Menuiserie_014.txt,06_Archives\2012\Dossier_Menuiserie_014.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Menuiserie_014.txt,Dossier_Menuiserie_014.txt,.txt,31,2012-02-06T06:20:53,2012-09-23T06:20:53,False,False,67,67,2,,51125AE04045CD7E36B2A0EDC0E9E7D531E923EB8BB227693ADFE6336EA300FE
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Pharmacie_015.xlsx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Pharmacie_015.xlsx,06_Archives\2012\Dossier_Pharmacie_015.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Pharmacie_015.xlsx,Dossier_Pharmacie_015.xlsx,.xlsx,4914,2011-10-05T21:55:30,2012-08-25T21:55:30,False,False,67,67,2,,1B1F3D4B04EDB729467FEDDD88360A7FA1D12A28AFB8C5447AD18EF544257AE8
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Pharmacie_016.txt,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Pharmacie_016.txt,06_Archives\2012\Dossier_Pharmacie_016.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Pharmacie_016.txt,Dossier_Pharmacie_016.txt,.txt,31,2012-05-05T01:40:34,2012-12-23T01:40:34,False,False,66,66,2,,2C781EECF84911CFD2549A71306BFD7A3A8E861E13862A8A8AE56B7440E228A9
\\DEMO-SRV01\FileServer\06_Archives\2012\Dossier_Transports_008.docx,C:\DemoMigration\FileServer\06_Archives\2012\Dossier_Transports_008.docx,06_Archives\2012\Dossier_Transports_008.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2012/Dossier_Transports_008.docx,Dossier_Transports_008.docx,.docx,36708,2012-01-01T22:27:07,2012-09-22T22:27:07,False,False,68,68,2,,FE795BB61BB8418625DAEA7FC9D34FED7643602319A4A5B3C0507A485B20D6D7
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Boulangeries_007.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_007.txt,06_Archives\2013\Dossier_Boulangeries_007.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Boulangeries_007.txt,Dossier_Boulangeries_007.txt,.txt,31,2012-06-10T10:38:00,2013-03-19T10:38:00,False,False,69,69,2,,AC78DC542B65DD1E6134F16B271B05CCE4D3C58665C62D6922933F349AB1E741
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Boulangeries_009.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_009.txt,06_Archives\2013\Dossier_Boulangeries_009.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Boulangeries_009.txt,Dossier_Boulangeries_009.txt,.txt,31,2012-12-11T12:15:56,2013-09-27T12:15:56,False,False,69,69,2,,8A0D8E67C91975CF91BC47A2A8BCB952961D88A681796CDE395F4D34DD9AC208
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Boulangeries_015.docx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Boulangeries_015.docx,06_Archives\2013\Dossier_Boulangeries_015.docx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Boulangeries_015.docx,Dossier_Boulangeries_015.docx,.docx,36709,2012-11-30T17:53:03,2013-05-09T17:53:03,False,False,70,70,2,,6E683C4210747DA32801BDE61047A38CED48464A21E1CB57E917DBEBE55F937E
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_000.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_000.txt,06_Archives\2013\Dossier_Cabinet_000.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_000.txt,Dossier_Cabinet_000.txt,.txt,31,2012-11-13T20:55:51,2013-06-28T20:55:51,False,False,64,64,2,,51D45253EBF4D198F5ADBCF1BE5C6D24220BBF717A5ED70104D3C2992818D0DB
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_008.xlsx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_008.xlsx,06_Archives\2013\Dossier_Cabinet_008.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_008.xlsx,Dossier_Cabinet_008.xlsx,.xlsx,4916,2013-09-29T22:36:35,2013-12-30T22:36:35,False,False,65,65,2,,EF02BA536BDA129F11F4B2CBBBCCC575CF7DE0E3A83312B04FBA87C5830DCB18
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_011.xlsx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_011.xlsx,06_Archives\2013\Dossier_Cabinet_011.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_011.xlsx,Dossier_Cabinet_011.xlsx,.xlsx,4915,2013-05-03T08:01:58,2013-08-12T08:01:58,False,False,65,65,2,,869E716F4BD99F1B64C903F5FF56DFDDFD246435DD0DA31318015AA49F4EC16A
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_012.xlsx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_012.xlsx,06_Archives\2013\Dossier_Cabinet_012.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_012.xlsx,Dossier_Cabinet_012.xlsx,.xlsx,4916,2012-04-20T21:54:25,2013-05-03T21:54:25,False,False,65,65,2,,5F67842954D6F2E2353663960E42A62B4E3455B8F807778CDD2051966510088C
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_020.xlsx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_020.xlsx,06_Archives\2013\Dossier_Cabinet_020.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_020.xlsx,Dossier_Cabinet_020.xlsx,.xlsx,4916,2012-04-05T23:56:42,2013-02-15T23:56:42,False,False,65,65,2,,E2F9E4E639822368B835DC766EC7D43990AAAE4510890F05DE8EA63AAC4C0780
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Cabinet_024.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Cabinet_024.txt,06_Archives\2013\Dossier_Cabinet_024.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Cabinet_024.txt,Dossier_Cabinet_024.txt,.txt,31,2013-06-25T04:50:39,2013-07-05T04:50:39,False,False,64,64,2,,BA98414547334AB0408037FBFFA0D7983824F6793EEEAFCCF6D7E8C0CD0123AB
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Clinique_002.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Clinique_002.txt,06_Archives\2013\Dossier_Clinique_002.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Clinique_002.txt,Dossier_Clinique_002.txt,.txt,31,2013-06-05T21:42:59,2013-10-08T21:42:59,False,False,65,65,2,,D21BD3859BA95204DAC085C897766F69FA9E10EE0E51CFD105D9FB78F9DAD44C
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Clinique_021.txt,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Clinique_021.txt,06_Archives\2013\Dossier_Clinique_021.txt,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Clinique_021.txt,Dossier_Clinique_021.txt,.txt,31,2012-12-10T03:05:18,2013-08-07T03:05:18,False,False,65,65,2,,C84EF761B15AA8E18675BF28BDF94C2A0CFD984B67C0DF2E36F3C8C04965F45E
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Hôtel_003.xlsx,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_003.xlsx,06_Archives\2013\Dossier_Hôtel_003.xlsx,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Hôtel_003.xlsx,Dossier_Hôtel_003.xlsx,.xlsx,4915,2012-08-01T17:44:49,2013-08-09T17:44:49,False,False,63,63,2,,5D5FD07562AB36C9E75BEB3E8260BBEB0700E2DF446C7A594AF2FF6EF3FE0818
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Hôtel_016.pdf,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_016.pdf,06_Archives\2013\Dossier_Hôtel_016.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Hôtel_016.pdf,Dossier_Hôtel_016.pdf,.pdf,1625,2013-06-29T18:42:29,2013-10-16T18:42:29,False,False,62,62,2,,25EEC33ABFAD561C74473AB3D597C878355C63A5931C8A73809EF25A7D5B3D7D
\\DEMO-SRV01\FileServer\06_Archives\2013\Dossier_Hôtel_022.pdf,C:\DemoMigration\FileServer\06_Archives\2013\Dossier_Hôtel_022.pdf,06_Archives\2013\Dossier_Hôtel_022.pdf,06_Archives,Archives,/sites/MigrationFileServer/Archives/2013/Dossier_Hôtel_022.pdf,Dossier_Hôtel_022.pdf,.pdf,1625,2012-12-01T00:35:45,2013-02-14T00:35:45,False,False,62,62,2,,43A264E523964E0406A253A429B93381023A7425A32AE737042C9916C010C3E8
